"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"<font color = red>Is</font> this <font color = red>product</font> a <font color = red>joke</font> ? 1 <font color = red>application</font> and it's <font color = red>gone</font> . Pad is actually a <font color = red>bad</font> quality sponge . Just like those for <font color = red>dishwashing</font> . It <font color = red>soaks</font> all the <font color = red>lotion</font> and <font color = red>cream</font> . And the sponge rolls off . <font color = red>Terrible</font> . <font color = red>Will</font> never <font color = red>buy</font> again .","<font color = green>Reside</font> this <font color = green>engenders</font> a <font color = green>humor</font> ? 1 <font color = green>enquired</font> and it's <font color = green>dissipated</font> . Pad is actually a <font color = green>badly</font> quality sponge . Just like those for <font color = green>cutlery</font> . It <font color = green>bathes</font> all the <font color = green>balm</font> and <font color = green>cappuccino</font> . And the sponge rolls off . <font color = green>Monstrous</font> . <font color = green>Goes</font> never <font color = green>procured</font> again .",0.00014889240264892578,0.5812561511993408,0,1,0,462,"Successful"
"Cleveland Salmon has thought of everything! When dealing with tropical architecture, there is a lot to <font color = green>think</font> about. Salmon energetically lists almost every possible condition <font color = green>found</font> in the built tropics from <font color = green>desert</font> dryness to humid <font color = green>jungle</font> conditions. This <font color = green>book</font> serves the <font color = green>tropical</font> architect like a shopping list or as a reminder of what conditions must not be overlooked when planning to build in the tropics, wherever that may be.My only <font color = green>negative</font> comment would be that the chapters are way too brief. <font color = green>Nevertheless</font>, this book is worth its weight in gold for all the topics and subtopics it includes. Once seeing this compendium as an overview, anyone can deepen an interest or concern with other sources. This book on tropical architecture, however, is where you want to start.","Cleveland Salmon has thought of everything! When dealing with tropical architecture, there is a lot to <font color = red>contemplation</font> about. Salmon energetically lists almost every possible condition <font color = red>concludes</font> in the built tropics from <font color = red>wilderness</font> dryness to humid <font color = red>rainforest</font> conditions. This <font color = red>pamphlet</font> serves the <font color = red>equatorial</font> architect like a shopping list or as a reminder of what conditions must not be overlooked when planning to build in the tropics, wherever that may be.My only <font color = red>unfavorable</font> comment would be that the chapters are way too brief. <font color = red>Methinks</font>, this book is worth its weight in gold for all the topics and subtopics it includes. Once seeing this compendium as an overview, anyone can deepen an interest or concern with other sources. This book on tropical architecture, however, is where you want to start.",0.0001461505889892578,0.7838240265846252,1,0,1,318,"Successful"
"I purchased this CD to use in my business; I am a motivational speaker and <font color = red>run</font> <font color = red>many</font> team-building events as <font color = red>well</font>, and was <font color = red>looking</font> to use the content of the CD for ice-breakers, intro's and the like. I found the <font color = red>CD</font> to be well below standard compared to anything available locally in South Africa, and <font color = red>overall</font>: bland, unimaginative and lacking in both humour and depth. This was a complete <font color = red>waste</font> of money and I have never <font color = red>actually</font> used/enjoyed the product following the initial screening.","I purchased this CD to use in my business; I am a motivational speaker and <font color = green>managed</font> <font color = green>respective</font> team-building events as <font color = green>perfectly</font>, and was <font color = green>seeks</font> to use the content of the CD for ice-breakers, intro's and the like. I found the <font color = green>DISK</font> to be well below standard compared to anything available locally in South Africa, and <font color = green>full</font>: bland, unimaginative and lacking in both humour and depth. This was a complete <font color = green>loss</font> of money and I have never <font color = green>definitively</font> used/enjoyed the product following the initial screening.",0.00014913082122802734,0.5706945657730103,0,1,0,257,"Successful"
"Downton <font color = green>Abbey</font> is likely to last as many seasons as Upstairs, Downstairs did years ago. It will sustain the test of time as well because the stellar <font color = green>cast</font> <font color = green>turns</font> a fabulous script into <font color = green>perfection</font>. You feel you've traveled back into time, you have joined the house, and you will never want the series to end. Fortunately, a third series, or set of episodes is in production. It's the waiting that's tough. The best way to wait is own every episode, Series one and two, and watch them again and again. Maggie Smith, one should never single out one actress in such a <font color = green>magnificent</font> production, but you can't help but notice she is a leader among the top-notch cast. She can make more out of a single line, or <font color = green>simply</font> a look, that most actors can <font color = green>do</font> in an <font color = green>entire</font> <font color = green>episode</font> in other <font color = green>dramas</font>. Yet she doesn't steal the scene, or <font color = green>detract</font> from he storyline.You WILL like every episode.","Downton <font color = red>Nunnery</font> is likely to last as many seasons as Upstairs, Downstairs did years ago. It will sustain the test of time as well because the stellar <font color = red>smelters</font> <font color = red>converted</font> a fabulous script into <font color = red>blameless</font>. You feel you've traveled back into time, you have joined the house, and you will never want the series to end. Fortunately, a third series, or set of episodes is in production. It's the waiting that's tough. The best way to wait is own every episode, Series one and two, and watch them again and again. Maggie Smith, one should never single out one actress in such a <font color = red>beautiful</font> production, but you can't help but notice she is a leader among the top-notch cast. She can make more out of a single line, or <font color = red>barely</font> a look, that most actors can <font color = red>am</font> in an <font color = red>aii</font> <font color = red>incident</font> in other <font color = red>dire</font>. Yet she doesn't steal the scene, or <font color = red>entertain</font> from he storyline.You WILL like every episode.",0.00014519691467285156,0.5186045169830322,1,0,1,357,"Successful"
"Its nothing more than a maxipad for <font color = red>toddlers</font>. I <font color = red>put</font> one in my son's underwear (<font color = red>reluctantly</font>) and <font color = red>saw</font> him walking around with it. I took it out less than 10 minutes later. I was very unconfortable using them. It's not even that it kinda looks like a maxipad - it IS a maxipad. Nothing more. <font color = red>Save</font> your money. I should have saved mine <font color = red>instead</font>. Just let them wear regular underwear and change after each accident. They'll get the hang of it.","Its nothing more than a maxipad for <font color = green>babes</font>. I <font color = green>putting</font> one in my son's underwear (<font color = green>unwittingly</font>) and <font color = green>enjoyed</font> him walking around with it. I took it out less than 10 minutes later. I was very unconfortable using them. It's not even that it kinda looks like a maxipad - it IS a maxipad. Nothing more. <font color = green>Rescued</font> your money. I should have saved mine <font color = green>again</font>. Just let them wear regular underwear and change after each accident. They'll get the hang of it.",0.00014925003051757812,0.9630551338195801,0,1,0,222,"Successful"
"I'm going for a dinghy cruise on the Albamarle Sound. From the tiller the Ritchie Explorer is a tad hard to read with old eyes and it's very plastic and light feeling. However for the price it seems like a good value, fits the centerboard trunk nicely and looks good. Returns to heading reasonably <font color = green>fast</font>. 4 days in a 14' <font color = green>sailboat</font> next month should give it a proper field test.","I'm going for a dinghy cruise on the Albamarle Sound. From the tiller the Ritchie Explorer is a tad hard to read with old eyes and it's very plastic and light feeling. However for the price it seems like a good value, fits the centerboard trunk nicely and looks good. Returns to heading reasonably <font color = red>promptly</font>. 4 days in a 14' <font color = red>dinghy</font> next month should give it a proper field test.",0.022067546844482422,0.6004164218902588,1,0,1,94,"Successful"
"The ottomans are beutiful when you get them out of the box but in less than 30 days they look like they are 2 years old! I covered/protected them since the day they arrived and given they are outdoor pieces, this should not happen! I would like my money back!","The ottomans are beutiful when you get them out of the box but in less than 30 days they look like they are 2 years old! I covered/protected them since the day they arrived and given they are outdoor pieces, this should not happen! I would like my money back!",0.9977179169654846,0.9977179169654846,1,1,0,1,"Skipped"
"Im sorta mad... Why did ea have to buy the frikken license? <font color = red>All</font> they did was get <font color = red>lazy</font> and decide to get rid of the BETTER <font color = red>competition</font>. I like madden, but this is just <font color = red>pathetic</font>, Ea is a bunch of lazy bums who hate competition.","Im sorta mad... Why did ea have to buy the frikken license? <font color = green>Fullest</font> they did was get <font color = green>slacking</font> and decide to get rid of the BETTER <font color = green>squabbles</font>. I like madden, but this is just <font color = green>sob</font>, Ea is a bunch of lazy bums who hate competition.",0.00015306472778320312,0.9805478453636169,0,1,0,131,"Successful"
"The Monarch of the Glen is one of the most <font color = green>enjoyable</font> programs my wife and I have watch in many years. With a television and movie world filled with violence, The Monarch of the Glen offers a heartwarming escape to a world where people matter. You experience their joys and frustrations set in the <font color = green>beautiful</font> <font color = green>surroundings</font> of <font color = green>Scotland</font>. <font color = green>Great</font> <font color = green>character</font> developement that <font color = green>makes</font> you feel as though you know each one personally. We purchased the entire collection and set aside each Saturday evening to watch one. You will not be <font color = green>disappointed</font>.","The Monarch of the Glen is one of the most <font color = red>cosy</font> programs my wife and I have watch in many years. With a television and movie world filled with violence, The Monarch of the Glen offers a heartwarming escape to a world where people matter. You experience their joys and frustrations set in the <font color = red>grandiose</font> <font color = red>habitats</font> of <font color = red>Scot</font>. <font color = red>Prodigious</font> <font color = red>qualities</font> developement that <font color = red>is</font> you feel as though you know each one personally. We purchased the entire collection and set aside each Saturday evening to watch one. You will not be <font color = red>befuddled</font>.",0.00014472007751464844,0.7632943987846375,1,0,1,328,"Successful"
"I <font color = green>picked</font> one of these up for 99 <font color = green>bucks</font> on Amazon.<font color = green>Compared</font> to the other <font color = green>models</font> in the same price <font color = green>range</font>, this is a steal. You don't need to be an uber-guru-espresso-maker to benefit from this machine, but <font color = green>I</font> imagine it would help.PROSIt's of a solid (heavy) buildWonderfully clear instructionsEasy to cleanCONSSometimes smaller beans get stuck in the loading hopper at the top - it's easy enough to remove them, just a hassle.You need to give it a nudge sometimes, to cajoule beans into falling into the grind mechanism.","I <font color = red>opting</font> one of these up for 99 <font color = red>dollars</font> on Amazon.<font color = red>Against</font> to the other <font color = red>model</font> in the same price <font color = red>ranges</font>, this is a steal. You don't need to be an uber-guru-espresso-maker to benefit from this machine, but <font color = red>me</font> imagine it would help.PROSIt's of a solid (heavy) buildWonderfully clear instructionsEasy to cleanCONSSometimes smaller beans get stuck in the loading hopper at the top - it's easy enough to remove them, just a hassle.You need to give it a nudge sometimes, to cajoule beans into falling into the grind mechanism.",0.00015795230865478516,0.5857788324356079,1,0,1,124,"Successful"
"I had <font color = red>previously</font> purchase a <font color = red>minnesota</font> fats <font color = red>corner</font> cue rack from K-Mart. It was solid <font color = red>wood</font> and <font color = red>very</font> <font color = red>good</font> quality but was flawed. The felt <font color = red>area</font> for the cue balls was too <font color = red>close</font> together and at the most you could only <font color = red>fit</font> 14 or 15 balls on it. <font color = red>Since</font>, the only reason I <font color = red>purchased</font> the <font color = red>product</font> was for storage of the balls and <font color = red>cue</font> sticks this was unacceptable. I returned it and searched amazon where I <font color = red>found</font> the mike massey rack.The Mike Massey rack is <font color = red>made</font> of pressed board and is painted. I put my rack together on a soft surface and the paint chipped off the front <font color = red>edges</font> <font color = red>exposing</font> the black pressed board <font color = red>underneath</font>. This <font color = red>product</font> is <font color = red>flawed</font> in that the <font color = red>paint</font> <font color = red>does</font> not <font color = red>adhere</font> to it. This <font color = red>product</font> is <font color = red>very</font> <font color = red>poor</font> quality. Only buy if you don't <font color = red>mind</font> a <font color = red>little</font> wear <font color = red>leaving</font> it <font color = red>looking</font> like it came from a thrift <font color = red>store</font> or a <font color = red>garage</font> <font color = red>sale</font>.","I had <font color = red>originally</font> purchase a <font color = red>min</font> fats <font color = red>corners</font> cue rack from K-Mart. It was solid <font color = red>firewood</font> and <font color = red>dramatically</font> <font color = red>super</font> quality but was flawed. The felt <font color = red>domains</font> for the cue balls was too <font color = red>tight</font> together and at the most you could only <font color = red>install</font> 14 or 15 balls on it. <font color = red>Upon</font>, the only reason I <font color = red>bought</font> the <font color = red>proceeds</font> was for storage of the balls and <font color = red>signalling</font> sticks this was unacceptable. I returned it and searched amazon where I <font color = red>commented</font> the mike massey rack.The Mike Massey rack is <font color = red>taken</font> of pressed board and is painted. I put my rack together on a soft surface and the paint chipped off the front <font color = red>limits</font> <font color = red>alleging</font> the black pressed board <font color = red>bottom</font>. This <font color = red>engenders</font> is <font color = red>mistaken</font> in that the <font color = red>repainted</font> <font color = red>gets</font> not <font color = red>compliant</font> to it. This <font color = red>output</font> is <font color = red>rather</font> <font color = red>powerless</font> quality. Only buy if you don't <font color = red>minds</font> a <font color = red>low</font> wear <font color = red>depart</font> it <font color = red>find</font> like it came from a thrift <font color = red>boutique</font> or a <font color = red>showroom</font> <font color = red>commercialized</font>.",0.00015032291412353516,0.00028139352798461914,0,0,0,1727,"Failed"
"I've been using Office 2004 for a couple of days now, and so <font color = red>far</font> I've been underwhelmed. <font color = red>Everything</font> feels significantly more <font color = red>sluggish</font> than in Office X, especially Word. Entourage also <font color = red>crashes</font> when I try to open 50% of my HTML-formatted mail. <font color = red>Aside</font> from being <font color = red>able</font> to save longer file names, and the new columns view of Entourage, I hven't found anything that compelling about this upgrade.","I've been using Office 2004 for a couple of days now, and so <font color = green>immensely</font> I've been underwhelmed. <font color = green>Plenary</font> feels significantly more <font color = green>ailing</font> than in Office X, especially Word. Entourage also <font color = green>crashing</font> when I try to open 50% of my HTML-formatted mail. <font color = green>Lado</font> from being <font color = green>imaginable</font> to save longer file names, and the new columns view of Entourage, I hven't found anything that compelling about this upgrade.",0.00014925003051757812,0.9390050172805786,0,1,0,173,"Successful"
"I read the reviews before I purchased this item and hoped for the best because when my GSP gets bored when I'm at work he barks and I come home to hate mail taped on my apartment door. So with great optimism I plugged the battery into the simple unit and waited until something made him bark. Initially he cocked his head to indicate he heard a noise but he went right on barking. Two weeks later the battery needed to be changed and he acts as if he doesn't even hear any ""<font color = red>ultrasonic</font>"" beep. I wish <font color = red>I</font> hadn't spent the <font color = red>money</font>. <font color = red>I</font> wish <font color = red>I</font> hadn't such high <font color = red>hopes</font>. I <font color = red>wish</font> I hadn't <font color = red>thrown</font> away the box the unit arrived in, otherwise I'd return it and ask for my money back.","I read the reviews before I purchased this item and hoped for the best because when my GSP gets bored when I'm at work he barks and I come home to hate mail taped on my apartment door. So with great optimism I plugged the battery into the simple unit and waited until something made him bark. Initially he cocked his head to indicate he heard a noise but he went right on barking. Two weeks later the battery needed to be changed and he acts as if he doesn't even hear any ""<font color = green>acoustical</font>"" beep. I wish <font color = green>me</font> hadn't spent the <font color = green>treasuries</font>. <font color = green>me</font> wish <font color = green>me</font> hadn't such high <font color = green>await</font>. I <font color = green>strive</font> I hadn't <font color = green>throw</font> away the box the unit arrived in, otherwise I'd return it and ask for my money back.",0.00021153688430786133,0.5663803815841675,0,1,0,232,"Successful"
"We bought this with my sister and the train transformer portion broke within 20 minutes rendering the entire present worthless.. Getting it replaced turned into something simply not <font color = red>worth</font> pursuing. Fortunately my nephew was a good sport about it. We bought a different train on e bay that was used and it works well.","We bought this with my sister and the train transformer portion broke within 20 minutes rendering the entire present worthless.. Getting it replaced turned into something simply not <font color = green>invaluable</font> pursuing. Fortunately my nephew was a good sport about it. We bought a different train on e bay that was used and it works well.",0.00020366907119750977,0.9470980763435364,0,1,0,48,"Successful"
"Doug Shultz <font color = green>has</font> put together a really fine CD. It is a good mixture of classic and contemporary pieces with many original compositions of his own. I particularly appreciate the consistent rhythm he maintains for each excercise. Because I teach ballet basics to gymnasts, the strong tempos are helpful. However, <font color = green>I</font> think any dance teacher would enjoy using this CD. <font color = green>Thanks</font> <font color = green>Doug</font>!","Doug Shultz <font color = red>had</font> put together a really fine CD. It is a good mixture of classic and contemporary pieces with many original compositions of his own. I particularly appreciate the consistent rhythm he maintains for each excercise. Because I teach ballet basics to gymnasts, the strong tempos are helpful. However, <font color = red>me</font> think any dance teacher would enjoy using this CD. <font color = red>Acknowledge</font> <font color = red>Gouged</font>!",0.00014519691467285156,0.5076627731323242,1,0,1,119,"Successful"
"There has never been and has to be a dancer/actor like Ben Vareen. Fred Astaire was a different style. Ben Vareen is beyond belief. If you've never seen him in his prime (He's 59 now), here's maybe your only real chance.The <font color = green>show</font> too has some great great songs. Its also philosphically a <font color = green>message</font> about <font color = green>life</font> and its pursuits. Best line: If I'm not attached to anything, I'll never be free"" <font color = green>BUT</font> you must see the show to fully understand (Think 'Being Alice' from Company too)","There has never been and has to be a dancer/actor like Ben Vareen. Fred Astaire was a different style. Ben Vareen is beyond belief. If you've never seen him in his prime (He's 59 now), here's maybe your only real chance.The <font color = red>exhibiting</font> too has some great great songs. Its also philosphically a <font color = red>letter</font> about <font color = red>subsistence</font> and its pursuits. Best line: If I'm not attached to anything, I'll never be free"" <font color = red>EVEN</font> you must see the show to fully understand (Think 'Being Alice' from Company too)",0.00015532970428466797,0.9893675446510315,1,0,1,178,"Successful"
"I was very <font color = green>pleased</font> with the jacket. It is well made and looks very nice. BUT it is <font color = green>huge</font>. I got a large and it was so big that we thought we might need a small but it doesn't come in small. I may just return it for a refund as I am unsure the medium will work.","I was very <font color = red>flattered</font> with the jacket. It is well made and looks very nice. BUT it is <font color = red>massive</font>. I got a large and it was so big that we thought we might need a small but it doesn't come in small. I may just return it for a refund as I am unsure the medium will work.",0.0016078352928161621,0.8089014887809753,1,0,1,115,"Successful"
"I <font color = green>have</font> been a <font color = green>huge</font> Goerge Lopez fan for awhile now and <font color = green>have</font> seen all his <font color = green>movies</font> even the children one's he plays in. This one is not my favorite which is ""Why you crying?""(2005) but it is still a funny movie. If you are a <font color = green>true</font> Goerge <font color = green>Lopez</font> fan this is a must!","I <font color = red>did</font> been a <font color = red>substantial</font> Goerge Lopez fan for awhile now and <font color = red>received</font> seen all his <font color = red>movie</font> even the children one's he plays in. This one is not my favorite which is ""Why you crying?""(2005) but it is still a funny movie. If you are a <font color = red>real</font> Goerge <font color = red>Mendez</font> fan this is a must!",0.00026112794876098633,0.8813985586166382,1,0,1,193,"Successful"
"If you ever wanted to know what a feminist <font color = red>might</font> do, look no further than this <font color = red>waste</font> of a <font color = red>movie</font> that make men look like trash. Since i am not a feminist, i <font color = red>hate</font> this movie because it is not even done good to enjoy it. I mean if u going to do a feminist movie, make it a good movie ok. This one has bad direction...very amaturish. I was bored to sleep.Like i said, if u r a feminist....u prolly like it regardless of how <font color = red>bad</font> it was done.","If you ever wanted to know what a feminist <font color = green>perils</font> do, look no further than this <font color = green>filth</font> of a <font color = green>films</font> that make men look like trash. Since i am not a feminist, i <font color = green>abhors</font> this movie because it is not even done good to enjoy it. I mean if u going to do a feminist movie, make it a good movie ok. This one has bad direction...very amaturish. I was bored to sleep.Like i said, if u r a feminist....u prolly like it regardless of how <font color = green>inauspicious</font> it was done.",0.00016176700592041016,0.6386395692825317,0,1,0,193,"Successful"
"This book is easy to read; excellent writing style, not <font color = green>boring</font> at all. It contains a good summarize of important concepts for pass and understand the 70-218 Microsoft test, but CAN NOT BE your one resource. You'll need another book for 218 or have strong knowledge and ""hands on"" experience working on Windows2000.<font color = green>Recommended</font> book for use with this: MS-PRESS Book 2nd Edition.","This book is easy to read; excellent writing style, not <font color = red>ghoulish</font> at all. It contains a good summarize of important concepts for pass and understand the 70-218 Microsoft test, but CAN NOT BE your one resource. You'll need another book for 218 or have strong knowledge and ""hands on"" experience working on Windows2000.<font color = red>Advises</font> book for use with this: MS-PRESS Book 2nd Edition.",0.00029200315475463867,0.9230365753173828,1,0,1,99,"Successful"
"I've used rubik's cubes since the early 80s. I thought this would <font color = red>be</font> a good purchase but the first one <font color = red>I</font> <font color = red>bought</font> <font color = red>broke</font> the first <font color = red>day</font> <font color = red>I</font> <font color = red>had</font> it. I exchanged it for a <font color = red>new</font> one and with my treating it <font color = red>carefully</font>, it has <font color = red>stayed</font> together.<font color = red>However</font>, the stickers are completely worthless. They didn't last 2 <font color = red>weeks</font> before they <font color = red>started</font> <font color = red>completely</font> <font color = red>peeling</font> off.These things aren't real <font color = red>cheap</font>.I've <font color = red>had</font> the same <font color = red>problem</font> with ""<font color = red>modern</font>"" 3x3x3 cubes. The <font color = red>stickers</font> are <font color = red>worthless</font>.I won't <font color = red>waste</font> my money on another Rubik's product.","I've used rubik's cubes since the early 80s. I thought this would <font color = green>remain</font> a good purchase but the first one <font color = green>me</font> <font color = green>absorbing</font> <font color = green>nailed</font> the first <font color = green>nowadays</font> <font color = green>me</font> <font color = green>enjoys</font> it. I exchanged it for a <font color = green>updated</font> one and with my treating it <font color = green>intimately</font>, it has <font color = green>maintained</font> together.<font color = green>Even</font>, the stickers are completely worthless. They didn't last 2 <font color = green>chu</font> before they <font color = green>startup</font> <font color = green>critically</font> <font color = green>peel</font> off.These things aren't real <font color = green>stingy</font>.I've <font color = green>enjoys</font> the same <font color = green>themes</font> with ""<font color = green>update</font>"" 3x3x3 cubes. The <font color = green>label</font> are <font color = green>unnecessary</font>.I won't <font color = green>wreckage</font> my money on another Rubik's product.",0.00014913082122802734,0.8997500538825989,0,1,0,636,"Successful"
"I <font color = green>enjoyed</font> this play very much. Although historically relevant to the salem witch trials in my opinion this play's meaning had little to do with them. What I see Miller focusing on is more the symbolism of the events transpiring within and their relation to modern events (e.g. The Mcarthy Trials). While portraying what happened in Salem during that era, what Miller is focusing on and what he try's to inform you he is focusing on is how he feels it relates to the times in which he lived. Not as a historical account, but dealing with the act's of propoganda, lie's, and how gullible people are to be drawn into a web of deceit such as portrayed within the play","I <font color = red>appreciated</font> this play very much. Although historically relevant to the salem witch trials in my opinion this play's meaning had little to do with them. What I see Miller focusing on is more the symbolism of the events transpiring within and their relation to modern events (e.g. The Mcarthy Trials). While portraying what happened in Salem during that era, what Miller is focusing on and what he try's to inform you he is focusing on is how he feels it relates to the times in which he lived. Not as a historical account, but dealing with the act's of propoganda, lie's, and how gullible people are to be drawn into a web of deceit such as portrayed within the play",0.001975417137145996,0.9486463665962219,1,0,1,99,"Successful"
"This is an extremely <font color = green>well</font> produced book, and I am surprised it costs only $25 to $30. I am a rank beginner, and I found it somewhat technical--and it seemed to be aimed at young videographers who want to do commercial work more than householders who will edit their trip to Six Flags. I found the abbreviations and terms somewhat daunting (CCD, chrominance, luminance, NTSC, PAL, SECAM, etc.) and the technical descriptions also somewhat daunting (ex: how the camera codes Red Green and Blue colors). Later in the book, the author describes cameras, production and post-production in some detail. These were all worthwhile subjects.By the end of the book, however, I was sure that I did not want to invest in a digital movie camera set. For that reason, it was <font color = green>worth</font> the $25.","This is an extremely <font color = red>too</font> produced book, and I am surprised it costs only $25 to $30. I am a rank beginner, and I found it somewhat technical--and it seemed to be aimed at young videographers who want to do commercial work more than householders who will edit their trip to Six Flags. I found the abbreviations and terms somewhat daunting (CCD, chrominance, luminance, NTSC, PAL, SECAM, etc.) and the technical descriptions also somewhat daunting (ex: how the camera codes Red Green and Blue colors). Later in the book, the author describes cameras, production and post-production in some detail. These were all worthwhile subjects.By the end of the book, however, I was sure that I did not want to invest in a digital movie camera set. For that reason, it was <font color = red>invaluable</font> the $25.",0.0001550912857055664,0.7921910881996155,1,0,1,115,"Successful"
"I'm <font color = green>very</font> <font color = green>pleased</font> with this <font color = green>book</font>, cause it was <font color = green>really</font> hard to <font color = green>find</font> this kind of book in my city and i really found this book useful. the designs inside were beautiful and mesmerizing. the instructions for threads coloring were easy and if you like, you can change it with your preference.","I'm <font color = red>awfully</font> <font color = red>congratulated</font> with this <font color = red>livre</font>, cause it was <font color = red>quite</font> hard to <font color = red>detect</font> this kind of book in my city and i really found this book useful. the designs inside were beautiful and mesmerizing. the instructions for threads coloring were easy and if you like, you can change it with your preference.",0.00014495849609375,0.5576382875442505,1,0,1,182,"Successful"
"Content: 1 Introduction 2 Simple Illustrative and Motivating Examples 3 Empirical Distributions: Statistical Laws in Macroeconomics 4 Modeling Interactions I: Jump Markov Processes 5 Modeling Interactions II: <font color = green>Master</font> Equations and Field Effects 6 Modeling Interactions III: Pairwise and Multiple-Pair Interactions 7 Sluggish Dynamics and Hierarchical State Spaces 8 Self-organizing and Other Critical <font color = green>Phenomena</font> in Economic Models Elaborations and Future Directions of Research Appendix References Index","Content: 1 Introduction 2 Simple Illustrative and Motivating Examples 3 Empirical Distributions: Statistical Laws in Macroeconomics 4 Modeling Interactions I: Jump Markov Processes 5 Modeling Interactions II: <font color = red>Educator</font> Equations and Field Effects 6 Modeling Interactions III: Pairwise and Multiple-Pair Interactions 7 Sluggish Dynamics and Hierarchical State Spaces 8 Self-organizing and Other Critical <font color = red>Incidents</font> in Economic Models Elaborations and Future Directions of Research Appendix References Index",0.00147247314453125,0.7971521615982056,1,0,1,121,"Successful"
"Months after <font color = red>Snow</font> <font color = red>Leopard</font> was released I can't <font color = red>use</font> this <font color = red>expensive</font> printer. This <font color = red>response</font> from Dymo <font color = red>support</font> on <font color = red>December</font> 30, 2009: ""<font color = red>Unfortunately</font>, LabelWriter [330] that you <font color = red>have</font> (model 90792) is not <font color = red>supported</font> with snow leopard. We currently <font color = red>have</font> an <font color = red>upgrade</font> program for existing LabelWriter printer owners <font color = red>giving</font> you 20% off of our <font color = red>list</font> price for any of our currently sold LabelWriter <font color = red>printers</font>.""They want me to <font color = red>buy</font> another <font color = red>very</font> expensive label printer because they aren't interested in keeping their drivers up to date. <font color = red>Companies</font> like this <font color = red>should</font> <font color = red>be</font> <font color = red>avoided</font>. <font color = red>The</font> very expensive Dymo label printer you buy today may no longer be <font color = red>supported</font> in a <font color = red>few</font> years! <font color = red>BEWARE</font>.","Months after <font color = red>Avalanche</font> <font color = red>Lion</font> was released I can't <font color = red>operated</font> this <font color = red>beloved</font> printer. This <font color = red>reacts</font> from Dymo <font color = red>attend</font> on <font color = red>Jun</font> 30, 2009: ""<font color = red>Atrociously</font>, LabelWriter [330] that you <font color = red>enjoys</font> (model 90792) is not <font color = red>contributed</font> with snow leopard. We currently <font color = red>could</font> an <font color = red>updates</font> program for existing LabelWriter printer owners <font color = red>dar</font> you 20% off of our <font color = red>registers</font> price for any of our currently sold LabelWriter <font color = red>impression</font>.""They want me to <font color = red>buyer</font> another <font color = red>extremely</font> expensive label printer because they aren't interested in keeping their drivers up to date. <font color = red>Company</font> like this <font color = red>could</font> <font color = red>coming</font> <font color = red>avoiding</font>. <font color = red>Both</font> very expensive Dymo label printer you buy today may no longer be <font color = red>assistance</font> in a <font color = red>confined</font> years! <font color = red>WARY</font>.",0.0001494884490966797,0.0001552104949951172,0,0,0,1459,"Failed"
"I picked this up because I'm quite an avid JRR Tolkien fan. I saw that it was some of his short stories but what I didn't know was that this was done with a cast instead of a single reader. It made all of the stories much more enjoyable. It seemed like they did a <font color = green>superb</font> job of finding the right voice for each character. I could not imagine a better Tom Bombadil!All except the story of Farmer Giles and it was because of one of its main stars, the dog, was voiced by somebody who was annoying the entire time. Too much barking. Too much growl in his voice. Maybe it was a form of British Humor I couldn't identify with but I think they would have done a better casting job if they just had somebody scratching their fingernails over a chalkboard. Yes, I found it that annoying.The stories themselves were great and made me long for the world of Tolkien all over again. Any collector of Tolkien has to have this in their collection.","I picked this up because I'm quite an avid JRR Tolkien fan. I saw that it was some of his short stories but what I didn't know was that this was done with a cast instead of a single reader. It made all of the stories much more enjoyable. It seemed like they did a <font color = red>ravishing</font> job of finding the right voice for each character. I could not imagine a better Tom Bombadil!All except the story of Farmer Giles and it was because of one of its main stars, the dog, was voiced by somebody who was annoying the entire time. Too much barking. Too much growl in his voice. Maybe it was a form of British Humor I couldn't identify with but I think they would have done a better casting job if they just had somebody scratching their fingernails over a chalkboard. Yes, I found it that annoying.The stories themselves were great and made me long for the world of Tolkien all over again. Any collector of Tolkien has to have this in their collection.",0.06382155418395996,0.9848427176475525,1,0,1,104,"Successful"
"After reading all the great reviews I was <font color = red>thinking</font> that this stuff was really strong and going to work. I was expecting to feel a light burning sensation so I could tell that it was working. I tried using this several times and it did nothing. I don't know if I just got a bad one because it looked like it was somewhat melted when I opened it. Too me, I <font color = red>felt</font> like I was putting chapstick on a wart and <font color = red>hoping</font> it would work.","After reading all the great reviews I was <font color = green>brainchild</font> that this stuff was really strong and going to work. I was expecting to feel a light burning sensation so I could tell that it was working. I tried using this several times and it did nothing. I don't know if I just got a bad one because it looked like it was somewhat melted when I opened it. Too me, I <font color = green>deems</font> like I was putting chapstick on a wart and <font color = green>sufferance</font> it would work.",0.0001614093780517578,0.8248066306114197,0,1,0,167,"Successful"
